Date,Product,Category,UnitsSold,UnitPrice,Revenue,PromoUsed,Channel,CustomerID
2025-01-08,"Edge Control",haircare,1,15,15,False,In-Store,CUST3871
2025-01-08,"Face Mask",skincare,2,18,36,False,In-Store,CUST2015
2025-01-08,"Lip Gloss",makeup,1,12,12,False,In-Store,CUST8449
2025-01-08,"Hair Growth Oil",haircare,3,22,66,False,Instagram,CUST5784
2025-01-08,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST9702
2025-01-08,"Vitamin C Serum",skincare,1,30,30,True,In-Store,CUST3000
2025-01-08,"Vitamin C Serum",skincare,1,30,30,False,Instagram,CUST2460
2025-01-08,"Hair Growth Oil",haircare,3,22,66,False,Instagram,CUST5178
2025-01-08,"Vitamin C Serum",skincare,1,30,30,True,In-Store,CUST3048
2025-01-08,"Vitamin C Serum",skincare,3,30,90,True,In-Store,CUST5544
2025-01-08,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST8239
2025-01-08,"Face Mask",skincare,3,18,54,False,In-Store,CUST1770
2025-01-08,"Vitamin C Serum",skincare,3,30,90,True,Instagram,CUST9427
2025-01-08,"Edge Control",haircare,1,15,15,True,Instagram,CUST7544
2025-01-08,"Brow Pencil",makeup,4,10,40,False,In-Store,CUST2252
2025-01-08,"Shea Body Butter",skincare,1,25,25,False,Instagram,CUST7881
2025-01-08,"Vitamin C Serum",skincare,2,30,60,False,Instagram,CUST8002
2025-01-08,"Face Mask",skincare,3,18,54,False,In-Store,CUST5261
2025-01-08,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST5854
2025-01-08,"Shea Body Butter",skincare,2,25,50,False,Instagram,CUST8043
2025-01-08,"Edge Control",haircare,2,15,30,False,In-Store,CUST4579
2025-01-08,"Hair Growth Oil",haircare,4,22,88,False,Instagram,CUST6569
2025-01-08,"Lip Gloss",makeup,1,12,12,True,In-Store,CUST2906
2025-01-08,"Body Scrub",skincare,3,20,60,True,In-Store,CUST7238
2025-01-08,"Brow Pencil",makeup,3,10,30,True,Instagram,CUST9472
2025-01-08,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST1671
2025-01-08,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST8956
2025-01-08,"Lip Gloss",makeup,1,12,12,True,In-Store,CUST7677
2025-01-09,"Lip Gloss",makeup,1,12,12,False,Instagram,CUST8240
2025-01-09,"Lip Gloss",makeup,2,12,24,False,Instagram,CUST7493
2025-01-09,"Body Scrub",skincare,3,20,60,False,In-Store,CUST2276
2025-01-09,"Face Mask",skincare,4,18,72,True,In-Store,CUST9717
2025-01-09,"Edge Control",haircare,2,15,30,False,In-Store,CUST1364
2025-01-09,"Shea Body Butter",skincare,2,25,50,True,In-Store,CUST6126
2025-01-09,"Lip Gloss",makeup,3,12,36,False,In-Store,CUST6870
2025-01-09,"Vitamin C Serum",skincare,4,30,120,True,In-Store,CUST7882
2025-01-09,"Brow Pencil",makeup,3,10,30,True,In-Store,CUST9905
2025-01-09,"Vitamin C Serum",skincare,3,30,90,True,In-Store,CUST8641
2025-01-09,"Vitamin C Serum",skincare,2,30,60,True,Instagram,CUST7168
2025-01-10,"Lip Gloss",makeup,1,12,12,False,In-Store,CUST8943
2025-01-10,"Lip Gloss",makeup,4,12,48,False,In-Store,CUST3472
2025-01-10,"Vitamin C Serum",skincare,1,30,30,False,Instagram,CUST2761
2025-01-10,"Vitamin C Serum",skincare,3,30,90,False,Instagram,CUST4812
2025-01-10,"Edge Control",haircare,1,15,15,True,In-Store,CUST2733
2025-01-10,"Lip Gloss",makeup,2,12,24,True,In-Store,CUST7986
2025-01-10,"Brow Pencil",makeup,2,10,20,True,In-Store,CUST9434
2025-01-10,"Hair Growth Oil",haircare,3,22,66,False,Instagram,CUST6342
2025-01-10,"Shea Body Butter",skincare,2,25,50,False,Instagram,CUST9195
2025-01-10,"Edge Control",haircare,3,15,45,False,In-Store,CUST3551
2025-01-10,"Brow Pencil",makeup,2,10,20,False,Instagram,CUST1846
2025-01-10,"Edge Control",haircare,3,15,45,False,In-Store,CUST7469
2025-01-10,"Edge Control",haircare,2,15,30,True,In-Store,CUST1224
2025-01-10,"Brow Pencil",makeup,4,10,40,True,In-Store,CUST7233
2025-01-10,"Shea Body Butter",skincare,2,25,50,True,In-Store,CUST5234
2025-01-10,"Lip Gloss",makeup,3,12,36,False,In-Store,CUST4744
2025-01-10,"Vitamin C Serum",skincare,2,30,60,True,In-Store,CUST7038
2025-01-10,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST2619
2025-01-10,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST3824
2025-01-10,"Lip Gloss",makeup,3,12,36,False,Instagram,CUST4490
2025-01-11,"Edge Control",haircare,2,15,30,False,In-Store,CUST2908
2025-01-11,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST9162
2025-01-11,"Body Scrub",skincare,3,20,60,False,Instagram,CUST6951
2025-01-11,"Lip Gloss",makeup,1,12,12,True,Instagram,CUST7413
2025-01-11,"Lip Gloss",makeup,4,12,48,True,In-Store,CUST3898
2025-01-11,"Edge Control",haircare,3,15,45,False,Instagram,CUST1600
2025-01-11,"Edge Control",haircare,1,15,15,False,Instagram,CUST7943
2025-01-11,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST5670
2025-01-11,"Body Scrub",skincare,3,20,60,False,In-Store,CUST5033
2025-01-11,"Shea Body Butter",skincare,2,25,50,True,In-Store,CUST2970
2025-01-11,"Vitamin C Serum",skincare,2,30,60,False,Instagram,CUST9135
2025-01-11,"Edge Control",haircare,2,15,30,True,Instagram,CUST6788
2025-01-11,"Hair Growth Oil",haircare,1,22,22,False,Instagram,CUST1419
2025-01-11,"Hair Growth Oil",haircare,1,22,22,True,In-Store,CUST1950
2025-01-11,"Body Scrub",skincare,1,20,20,True,In-Store,CUST5612
2025-01-11,"Shea Body Butter",skincare,3,25,75,False,In-Store,CUST7028
2025-01-11,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST8863
2025-01-11,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST3371
2025-01-11,"Brow Pencil",makeup,4,10,40,False,In-Store,CUST3674
2025-01-11,"Shea Body Butter",skincare,3,25,75,False,Instagram,CUST3116
2025-01-11,"Edge Control",haircare,4,15,60,True,Instagram,CUST7166
2025-01-11,"Shea Body Butter",skincare,3,25,75,True,Instagram,CUST8783
2025-01-11,"Vitamin C Serum",skincare,2,30,60,True,In-Store,CUST1827
2025-01-11,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST4876
2025-01-11,"Face Mask",skincare,4,18,72,False,Instagram,CUST7024
2025-01-11,"Vitamin C Serum",skincare,2,30,60,True,In-Store,CUST4368
2025-01-11,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST6732
2025-01-11,"Brow Pencil",makeup,1,10,10,True,In-Store,CUST4030
2025-01-12,"Vitamin C Serum",skincare,3,30,90,True,Instagram,CUST8112
2025-01-12,"Hair Growth Oil",haircare,1,22,22,True,Instagram,CUST5212
2025-01-12,"Face Mask",skincare,2,18,36,True,In-Store,CUST1536
2025-01-12,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST9666
2025-01-12,"Hair Growth Oil",haircare,2,22,44,False,In-Store,CUST5971
2025-01-12,"Hair Growth Oil",haircare,3,22,66,True,In-Store,CUST2990
2025-01-12,"Edge Control",haircare,4,15,60,False,Instagram,CUST7320
2025-01-12,"Vitamin C Serum",skincare,1,30,30,False,Instagram,CUST6588
2025-01-12,"Body Scrub",skincare,1,20,20,True,Instagram,CUST1688
2025-01-12,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST7704
2025-01-12,"Lip Gloss",makeup,3,12,36,False,In-Store,CUST3482
2025-01-12,"Face Mask",skincare,3,18,54,False,In-Store,CUST3717
2025-01-12,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST8311
2025-01-12,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST6490
2025-01-12,"Body Scrub",skincare,3,20,60,False,In-Store,CUST6232
2025-01-12,"Shea Body Butter",skincare,2,25,50,False,Instagram,CUST7016
2025-01-12,"Lip Gloss",makeup,4,12,48,False,Instagram,CUST5873
2025-01-12,"Edge Control",haircare,2,15,30,False,In-Store,CUST1054
2025-01-12,"Edge Control",haircare,4,15,60,False,Instagram,CUST1832
2025-01-12,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST9519
2025-01-12,"Vitamin C Serum",skincare,2,30,60,True,In-Store,CUST8218
2025-01-12,"Vitamin C Serum",skincare,1,30,30,False,Instagram,CUST8970
2025-01-12,"Edge Control",haircare,4,15,60,False,Instagram,CUST3538
2025-01-12,"Brow Pencil",makeup,4,10,40,False,Instagram,CUST7612
2025-01-12,"Brow Pencil",makeup,2,10,20,True,Instagram,CUST7150
2025-01-13,"Lip Gloss",makeup,1,12,12,True,In-Store,CUST2308
2025-01-13,"Shea Body Butter",skincare,4,25,100,False,Instagram,CUST7852
2025-01-13,"Brow Pencil",makeup,4,10,40,True,Instagram,CUST5566
2025-01-13,"Body Scrub",skincare,3,20,60,True,Instagram,CUST2279
2025-01-13,"Face Mask",skincare,2,18,36,False,Instagram,CUST6986
2025-01-13,"Edge Control",haircare,4,15,60,False,Instagram,CUST3679
2025-01-13,"Face Mask",skincare,3,18,54,False,Instagram,CUST3768
2025-01-13,"Shea Body Butter",skincare,2,25,50,True,In-Store,CUST3599
2025-01-13,"Brow Pencil",makeup,2,10,20,False,In-Store,CUST6877
2025-01-13,"Vitamin C Serum",skincare,2,30,60,False,Instagram,CUST9633
2025-01-13,"Face Mask",skincare,1,18,18,True,In-Store,CUST1074
2025-01-13,"Edge Control",haircare,2,15,30,False,In-Store,CUST6475
2025-01-13,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST8141
2025-01-13,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST1341
2025-01-13,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST5263
2025-01-13,"Hair Growth Oil",haircare,2,22,44,False,Instagram,CUST9646
2025-01-13,"Vitamin C Serum",skincare,2,30,60,False,In-Store,CUST8643
2025-01-13,"Face Mask",skincare,2,18,36,False,In-Store,CUST4067
2025-01-13,"Body Scrub",skincare,2,20,40,False,In-Store,CUST6490
2025-01-13,"Vitamin C Serum",skincare,2,30,60,True,Instagram,CUST8679
2025-01-14,"Face Mask",skincare,4,18,72,False,In-Store,CUST7766
2025-01-14,"Vitamin C Serum",skincare,4,30,120,False,Instagram,CUST6408
2025-01-14,"Lip Gloss",makeup,2,12,24,True,In-Store,CUST2762
2025-01-14,"Edge Control",haircare,4,15,60,True,In-Store,CUST7122
2025-01-14,"Brow Pencil",makeup,2,10,20,False,In-Store,CUST3120
2025-01-14,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST1060
2025-01-14,"Lip Gloss",makeup,3,12,36,False,In-Store,CUST8970
2025-01-14,"Vitamin C Serum",skincare,3,30,90,True,In-Store,CUST4549
2025-01-14,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST5090
2025-01-14,"Body Scrub",skincare,1,20,20,True,Instagram,CUST8982
2025-01-14,"Face Mask",skincare,4,18,72,False,Instagram,CUST6895
2025-01-14,"Vitamin C Serum",skincare,3,30,90,False,Instagram,CUST3421
2025-01-14,"Body Scrub",skincare,4,20,80,False,In-Store,CUST6387
2025-01-14,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST9238
2025-01-14,"Lip Gloss",makeup,4,12,48,False,Instagram,CUST6913
2025-01-14,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST5430
2025-01-14,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST9007
2025-01-14,"Brow Pencil",makeup,2,10,20,False,Instagram,CUST4294
2025-01-14,"Edge Control",haircare,2,15,30,True,In-Store,CUST2466
2025-01-14,"Hair Growth Oil",haircare,2,22,44,False,Instagram,CUST4223
2025-01-14,"Brow Pencil",makeup,3,10,30,False,In-Store,CUST1130
2025-01-14,"Hair Growth Oil",haircare,1,22,22,False,In-Store,CUST8126
2025-01-14,"Shea Body Butter",skincare,4,25,100,False,Instagram,CUST6468
2025-01-14,"Shea Body Butter",skincare,2,25,50,True,Instagram,CUST9684
2025-01-14,"Vitamin C Serum",skincare,2,30,60,False,In-Store,CUST9930
2025-01-15,"Brow Pencil",makeup,3,10,30,True,In-Store,CUST4810
2025-01-15,"Body Scrub",skincare,3,20,60,False,In-Store,CUST3032
2025-01-15,"Brow Pencil",makeup,1,10,10,True,In-Store,CUST1271
2025-01-15,"Brow Pencil",makeup,4,10,40,True,In-Store,CUST8069
2025-01-15,"Vitamin C Serum",skincare,1,30,30,True,In-Store,CUST4760
2025-01-15,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST3033
2025-01-15,"Shea Body Butter",skincare,4,25,100,False,In-Store,CUST9623
2025-01-15,"Body Scrub",skincare,1,20,20,False,In-Store,CUST5494
2025-01-15,"Brow Pencil",makeup,1,10,10,False,In-Store,CUST2828
2025-01-15,"Lip Gloss",makeup,1,12,12,True,In-Store,CUST1806
2025-01-15,"Face Mask",skincare,4,18,72,False,Instagram,CUST2868
2025-01-15,"Shea Body Butter",skincare,2,25,50,True,Instagram,CUST6690
2025-01-15,"Edge Control",haircare,4,15,60,False,Instagram,CUST4564
2025-01-15,"Brow Pencil",makeup,2,10,20,True,In-Store,CUST3265
2025-01-15,"Edge Control",haircare,1,15,15,True,Instagram,CUST4845
2025-01-15,"Brow Pencil",makeup,1,10,10,True,Instagram,CUST3736
2025-01-15,"Brow Pencil",makeup,1,10,10,False,Instagram,CUST8657
2025-01-15,"Shea Body Butter",skincare,3,25,75,False,Instagram,CUST9194
2025-01-15,"Body Scrub",skincare,4,20,80,False,Instagram,CUST1892
2025-01-15,"Vitamin C Serum",skincare,3,30,90,True,Instagram,CUST2380
2025-01-15,"Edge Control",haircare,2,15,30,False,In-Store,CUST2218
2025-01-15,"Brow Pencil",makeup,1,10,10,False,In-Store,CUST1954
2025-01-15,"Brow Pencil",makeup,2,10,20,False,In-Store,CUST6370
2025-01-15,"Brow Pencil",makeup,1,10,10,True,In-Store,CUST9228
2025-01-15,"Vitamin C Serum",skincare,4,30,120,True,Instagram,CUST6068
2025-01-15,"Body Scrub",skincare,1,20,20,True,Instagram,CUST1317
2025-01-15,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST7183
2025-01-15,"Brow Pencil",makeup,3,10,30,False,Instagram,CUST5311
2025-01-15,"Brow Pencil",makeup,3,10,30,False,In-Store,CUST2704
2025-01-15,"Vitamin C Serum",skincare,1,30,30,False,Instagram,CUST5286
2025-01-15,"Brow Pencil",makeup,3,10,30,False,In-Store,CUST1556
2025-01-15,"Lip Gloss",makeup,2,12,24,False,Instagram,CUST8561
2025-01-15,"Vitamin C Serum",skincare,4,30,120,True,Instagram,CUST4998
2025-01-15,"Body Scrub",skincare,2,20,40,False,Instagram,CUST1294
2025-01-15,"Vitamin C Serum",skincare,2,30,60,True,Instagram,CUST2136
2025-01-15,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST5543
2025-01-15,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST6352
2025-01-15,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST3382
2025-01-15,"Brow Pencil",makeup,2,10,20,False,Instagram,CUST8059
2025-01-15,"Edge Control",haircare,4,15,60,False,Instagram,CUST2040
2025-01-15,"Vitamin C Serum",skincare,4,30,120,True,In-Store,CUST3752
2025-01-15,"Face Mask",skincare,2,18,36,False,In-Store,CUST3353
2025-01-15,"Lip Gloss",makeup,2,12,24,False,Instagram,CUST9954
2025-01-16,"Edge Control",haircare,3,15,45,True,In-Store,CUST4356
2025-01-16,"Hair Growth Oil",haircare,4,22,88,False,In-Store,CUST1038
2025-01-16,"Edge Control",haircare,3,15,45,False,Instagram,CUST8027
